window_index,ticker,window_start,window_end,feed_queries,rss_rows_recorded,queries_attempted,articles_saved,independent_articles,directional_raw_observations,raw_match_rate,directional_excess_observations,excess_match_rate,average_return_20d,average_excess_return_20d,what_went_wrong
16,MSFT,2026-04-05,2026-04-12,2,2,2,2,2,0,,0,,10.4999,0.708,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
16,NVDA,2026-04-05,2026-04-12,2,30,30,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
16,QCOM,2026-04-05,2026-04-12,2,3,3,1,1,0,,0,,80.989,73.235,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
17,AAPL,2026-04-14,2026-04-21,2,2,2,2,2,0,,0,,12.4264,8.2152,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
17,CRSP,2026-04-14,2026-04-21,2,2,2,0,0,0,,0,,,,Skipped because ticker/company was not detected || No RSS entries found
17,GOOGLE,2026-04-14,2026-04-21,2,4,4,2,2,1,100.0,1,100.0,16.1787,12.0291,Skipped because article date was outside requested window || Skipped because ticker/company was not detected || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
17,MSFT,2026-04-14,2026-04-21,2,3,3,2,2,0,,1,0.0,0.5513,-3.6042,excess 20d return contradicted signal thesis || Skipped because article date was outside requested window || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
17,NVDA,2026-04-14,2026-04-21,2,30,30,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
17,QCOM,2026-04-14,2026-04-21,2,16,16,1,1,0,,0,,47.9369,43.849,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
18,AAPL,2026-04-23,2026-04-30,2,5,5,2,2,0,,0,,15.1087,9.8461,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || Skipped because article date was outside requested window || Skipped because article date was outside requested window || Skipped because article date was outside requested window || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
18,CRSP,2026-04-23,2026-04-30,2,2,2,0,0,0,,0,,,,No RSS entries found || Skipped because ticker/company was not detected
18,GOOGLE,2026-04-23,2026-04-30,2,5,5,2,2,1,0.0,1,0.0,4.4893,-0.6183,Skipped because article date was outside requested window || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || Skipped because article date was outside requested window || Skipped because article date was outside requested window || low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation | raw 20d return contradicted signal thesis | excess 20d return contradicted signal thesis
18,MSFT,2026-04-23,2026-04-30,2,2,2,2,2,2,0.0,2,50.0,-1.4202,-7.1669,raw 20d return contradicted signal thesis || raw 20d return contradicted signal thesis | excess 20d return contradicted signal thesis
18,NVDA,2026-04-23,2026-04-30,2,29,29,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
18,QCOM,2026-04-23,2026-04-30,2,3,3,2,2,0,,0,,39.7817,34.5191,Skipped because article date was outside requested window || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
19,AAPL,2026-05-02,2026-05-09,2,2,2,2,2,1,0.0,1,0.0,4.2751,2.3222,raw 20d return contradicted signal thesis | excess 20d return contradicted signal thesis || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
19,CRSP,2026-05-02,2026-05-09,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
19,GOOGLE,2026-05-02,2026-05-09,2,3,3,2,2,0,,0,,-7.4728,-8.2888,Skipped because ticker/company was not detected || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
19,MSFT,2026-05-02,2026-05-09,2,2,2,2,2,0,,0,,3.6277,0.458,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
19,NVDA,2026-05-02,2026-05-09,2,30,30,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
19,QCOM,2026-05-02,2026-05-09,2,2,2,2,2,0,,0,,16.8911,14.6777,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20,AAPL,2026-05-11,2026-05-18,2,2,2,2,2,1,100.0,1,100.0,-1.269,-3.3876,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20,CRSP,2026-05-11,2026-05-18,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
20,GOOGLE,2026-05-11,2026-05-18,2,3,3,2,2,1,100.0,1,100.0,-6.7165,-6.6436,Skipped because article date was outside requested window || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20,MSFT,2026-05-11,2026-05-18,2,2,2,2,2,2,100.0,2,100.0,-6.8133,-8.3946,low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20,NVDA,2026-05-11,2026-05-18,2,30,30,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
20,QCOM,2026-05-11,2026-05-18,2,16,16,1,1,1,0.0,1,0.0,-4.4379,-3.825,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
